,TARGET,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLBadDerogCnt,TLDel60Cnt24
2269,0,5,1,0,2,1.0,2,95,3,1,4,4,7.0,5.0,5,4,2.0,4.0,0,5,6,7,5
2270,0,0,0,0,9,1.0,13,223,9,0,2,8,26.0,43.0,0,0,5.0,5.0,1,0,0,0,0
2271,0,0,0,0,2,0.0,4,199,14,0,0,2,10.0,23.0,3,2,2.0,3.0,2,3,13,3,4
2272,0,2,0,1,3,3.0,1,120,5,0,3,3,4.0,3.0,2,1,2.0,2.0,0,1,2,1,1
2273,0,1,1,0,2,2.0,6,90,4,0,2,6,6.0,24.0,2,0,3.0,4.0,0,0,2,0,0
2274,0,0,0,0,2,1.0,1,162,11,0,2,4,12.0,13.0,3,1,6.0,8.0,0,1,5,1,1
2275,0,0,0,0,0,15.0,0,148,15,0,0,5,7.0,11.0,0,0,0.0,0.0,0,0,0,0,0
2276,0,0,0,0,1,1.0,1,126,25,0,0,0,7.0,10.0,0,0,2.0,2.0,0,0,0,0,0
2277,0,6,0,0,3,0.0,5,417,13,0,0,1,4.0,7.0,1,0,1.0,1.0,3,1,2,1,1
2278,0,0,0,0,0,10.0,0,301,10,0,2,2,7.0,11.0,0,0,3.0,4.0,0,0,0,0,0
2279,0,0,0,0,1,0.0,1,79,4,0,1,4,6.0,9.0,0,0,3.0,4.0,0,0,0,0,0
2280,0,1,1,0,7,0.0,6,406,2,1,3,3,5.0,10.0,0,0,1.0,1.0,0,0,0,0,0
2281,0,5,3,1,12,0.0,15,73,4,0,4,6,9.0,11.0,1,0,6.0,6.0,0,1,5,3,1
2282,0,5,3,1,2,1.0,2,157,3,1,2,3,4.0,5.0,4,3,2.0,2.0,1,3,6,6,3
2283,0,1,0,0,1,0.0,0,197,23,0,0,1,6.0,10.0,1,0,1.0,1.0,0,0,5,0,0
2284,0,0,0,0,1,1.0,1,104,1,1,6,8,11.0,20.0,0,0,2.0,2.0,0,0,0,0,0
2285,0,0,0,0,1,4.0,0,299,63,0,0,0,3.0,9.0,1,0,0.0,0.0,1,0,5,0,0
2286,0,0,0,0,2,1.0,1,197,1,1,1,2,26.0,35.0,0,0,2.0,5.0,0,0,0,0,0
2287,0,0,0,0,7,1.0,6,213,5,0,2,6,19.0,38.0,0,0,5.0,7.0,0,1,1,1,1
2288,0,0,0,0,3,1.0,3,185,5,0,5,8,12.0,22.0,1,1,4.0,4.0,3,1,2,1,2
2289,0,2,2,0,2,1.0,2,149,10,0,2,3,4.0,5.0,0,0,1.0,2.0,2,0,1,1,1
2290,0,1,0,1,2,1.0,0,183,11,0,1,2,1.0,6.0,0,0,1.0,1.0,0,0,1,0,0
2291,0,1,0,1,1,1.0,1,238,22,0,0,2,6.0,18.0,7,0,3.0,3.0,0,0,7,0,0
2292,0,0,0,0,11,0.0,11,86,9,0,2,3,4.0,5.0,1,0,0.0,2.0,0,0,1,0,0
2293,0,0,0,0,1,1.0,1,46,7,0,1,1,1.0,2.0,0,0,0.0,1.0,0,0,0,0,0
2294,0,0,0,0,2,3.0,1,137,6,0,1,1,6.0,5.0,3,1,3.0,4.0,0,1,3,1,1
2295,0,2,0,1,7,0.0,5,248,20,0,0,1,1.0,6.0,4,1,1.0,1.0,0,1,5,1,1
2296,0,0,0,0,5,1.0,6,143,1,1,5,8,21.0,31.0,0,0,3.0,11.0,0,0,0,0,0
2297,0,1,1,0,4,1.0,6,38,1,1,2,2,5.0,4.0,0,0,1.0,1.0,0,0,0,0,0
2298,0,2,0,1,2,2.0,3,159,5,0,1,2,5.0,3.0,14,3,3.0,4.0,0,3,14,3,3
2299,0,0,0,0,8,0.0,25,269,3,1,3,13,7.0,18.0,0,0,3.0,4.0,3,0,5,0,1
2300,0,2,0,0,4,5.0,4,159,16,0,0,1,1.0,5.0,5,1,0.0,0.0,3,1,6,1,4
2301,0,0,0,0,0,,0,118,4,0,2,3,14.0,15.0,0,0,7.0,8.0,0,0,0,0,0
2302,0,0,0,0,2,0.0,1,284,4,0,4,6,11.0,26.0,1,0,9.0,11.0,3,0,2,0,0
2303,0,1,1,0,3,0.0,1,146,6,0,1,2,6.0,8.0,0,0,2.0,4.0,0,0,0,0,0
2304,0,0,0,0,0,,0,35,35,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0,0
2305,0,1,0,1,2,0.0,1,116,6,0,3,3,4.0,15.0,10,2,2.0,3.0,0,2,11,2,2
2306,0,0,0,0,3,1.0,1,166,6,0,2,2,12.0,25.0,1,0,6.0,7.0,3,1,2,1,1
2307,0,1,0,1,9,1.0,6,172,4,0,1,4,3.0,8.0,9,0,1.0,2.0,0,0,10,0,0
2308,0,2,0,0,4,1.0,5,202,5,0,2,6,8.0,9.0,2,2,6.0,6.0,2,2,4,2,3
2309,0,0,0,0,4,2.0,8,235,2,1,5,7,7.0,11.0,3,3,3.0,4.0,0,3,7,3,3
2310,0,1,0,1,4,1.0,7,284,4,0,1,1,1.0,1.0,1,0,,,0,0,1,0,0
2311,0,0,0,0,1,2.0,0,211,8,0,1,2,10.0,11.0,1,0,2.0,5.0,2,0,1,0,1
2312,0,0,0,0,0,,0,228,7,0,3,7,19.0,25.0,0,0,1.0,4.0,0,0,1,0,0
2313,0,0,0,0,0,23.0,0,134,66,0,0,0,4.0,6.0,0,0,2.0,2.0,0,0,0,0,0
2314,0,0,0,0,2,3.0,1,275,3,1,2,8,14.0,23.0,0,0,6.0,7.0,0,0,0,0,0
2315,0,2,2,0,2,1.0,3,10,10,0,1,1,1.0,1.0,0,0,1.0,1.0,0,0,0,2,0
2316,0,0,0,0,1,2.0,2,141,25,0,0,0,14.0,22.0,1,0,4.0,5.0,0,0,1,0,0
2317,0,1,1,0,1,4.0,2,420,4,0,3,4,7.0,15.0,0,0,4.0,4.0,2,0,1,1,1
2318,0,0,0,0,2,1.0,1,345,9,0,1,1,6.0,7.0,0,0,2.0,3.0,0,0,0,0,0
2319,0,1,0,1,2,1.0,1,59,1,1,2,2,3.0,4.0,0,0,1.0,1.0,0,0,0,0,0
2320,0,0,0,0,5,1.0,5,273,5,0,1,5,16.0,26.0,0,0,8.0,10.0,0,0,0,0,0
2321,0,0,0,0,0,15.0,1,145,14,0,0,2,5.0,8.0,0,0,4.0,4.0,0,0,1,0,0
2322,0,0,0,0,8,2.0,4,364,4,0,4,8,22.0,45.0,0,0,5.0,12.0,0,0,0,0,0
2323,0,2,2,0,2,2.0,2,241,5,0,1,1,7.0,12.0,0,0,3.0,4.0,3,0,0,0,0
2324,0,3,2,0,3,2.0,8,80,4,0,4,6,4.0,10.0,1,0,2.0,3.0,0,0,3,1,0
2325,0,0,0,0,4,1.0,1,152,7,0,2,10,22.0,36.0,2,1,4.0,7.0,0,1,2,1,1
2326,0,1,1,0,0,11.0,0,191,19,0,0,1,2.0,2.0,1,0,1.0,1.0,0,0,1,0,0
2327,0,0,0,0,0,,0,138,7,0,4,11,13.0,34.0,0,0,1.0,3.0,0,0,0,0,0
2328,0,7,7,0,4,3.0,13,99,5,0,1,2,9.0,23.0,10,7,3.0,4.0,2,8,13,11,9
2329,0,1,0,0,11,1.0,6,131,34,0,0,0,2.0,4.0,3,1,0.0,1.0,0,1,6,1,1
2330,0,3,1,1,10,0.0,11,96,4,0,2,3,4.0,3.0,8,1,2.0,2.0,0,1,8,2,1
2331,0,1,1,0,3,2.0,2,247,25,0,0,0,4.0,13.0,0,0,2.0,3.0,0,0,0,0,0
2332,0,0,0,0,2,1.0,1,153,9,0,1,1,16.0,18.0,0,0,3.0,9.0,0,0,0,0,0
2333,0,0,0,0,1,1.0,0,333,11,0,1,3,12.0,23.0,0,0,2.0,5.0,0,0,1,0,0
2334,0,2,1,0,3,4.0,4,98,7,0,1,1,7.0,16.0,3,1,2.0,2.0,3,3,7,3,5
2335,0,0,0,0,1,3.0,0,258,3,1,2,3,7.0,21.0,0,0,4.0,4.0,3,0,1,0,1
2336,0,0,0,0,3,4.0,1,311,4,0,4,20,24.0,47.0,0,0,3.0,7.0,0,0,0,0,0
2337,0,0,0,1,1,1.0,3,161,3,1,8,11,14.0,25.0,0,0,3.0,5.0,0,0,0,0,0
2338,0,1,1,0,0,,0,9,2,1,2,2,2.0,1.0,0,0,1.0,1.0,0,0,0,0,0
2339,0,0,0,0,2,3.0,1,258,5,0,5,12,18.0,29.0,0,0,11.0,13.0,0,0,0,0,0
2340,0,0,0,0,1,1.0,1,315,6,0,4,8,11.0,29.0,0,0,5.0,8.0,0,0,0,0,0
2341,0,1,0,1,3,1.0,8,157,3,1,7,11,13.0,19.0,0,0,6.0,9.0,0,0,0,0,0
2342,0,0,0,0,0,8.0,0,152,8,0,1,1,7.0,14.0,0,0,1.0,2.0,0,0,0,0,0
2343,0,3,3,0,4,0.0,12,296,2,1,2,3,2.0,3.0,1,0,1.0,1.0,0,1,1,2,1
2344,0,0,0,0,1,1.0,4,147,13,0,0,4,10.0,28.0,0,0,5.0,6.0,0,0,1,0,0
2345,0,0,0,0,1,1.0,1,204,5,0,4,8,20.0,26.0,0,0,2.0,4.0,0,0,0,0,0
2346,0,0,0,0,0,7.0,3,53,7,0,4,9,11.0,13.0,0,0,6.0,7.0,0,0,1,0,0
2347,0,0,0,0,2,1.0,0,131,13,0,0,5,8.0,16.0,0,0,1.0,3.0,0,0,0,0,0
2348,0,0,0,0,3,1.0,1,160,4,0,3,7,23.0,37.0,0,0,12.0,14.0,0,0,0,0,0
2349,0,0,0,0,3,1.0,1,83,13,0,0,4,7.0,8.0,0,0,2.0,4.0,0,0,0,0,0
2350,0,1,0,0,2,0.0,0,308,0,1,3,3,11.0,17.0,0,0,4.0,6.0,0,0,0,0,0
2351,0,2,0,0,0,7.0,0,128,2,1,3,7,11.0,15.0,0,0,8.0,10.0,0,0,1,0,0
2352,0,2,2,0,3,1.0,12,133,3,1,1,1,5.0,8.0,4,1,4.0,5.0,2,2,8,4,3
2353,0,0,0,0,5,1.0,5,333,2,1,1,3,6.0,24.0,1,0,3.0,3.0,0,0,1,0,0
2354,0,1,0,0,0,13.0,10,263,16,0,0,2,6.0,20.0,1,0,1.0,1.0,3,0,2,0,1
2355,0,5,5,0,4,1.0,1,236,11,0,1,1,2.0,3.0,1,1,1.0,1.0,0,2,3,5,2
2356,0,5,4,0,7,1.0,2,71,2,1,7,15,13.0,17.0,0,0,5.0,6.0,0,0,0,1,0
2357,0,0,0,0,4,1.0,5,57,1,1,1,4,5.0,6.0,0,0,2.0,4.0,0,0,0,0,0
2358,0,0,0,0,1,0.0,1,429,15,0,0,1,21.0,23.0,0,0,1.0,4.0,0,0,0,0,0
2359,0,0,0,0,1,3.0,1,176,9,0,1,3,10.0,9.0,0,0,3.0,4.0,3,0,0,0,0
2360,0,0,0,0,1,5.0,1,142,3,1,3,6,15.0,18.0,2,0,3.0,6.0,0,2,2,2,2
2361,0,0,0,0,1,2.0,1,179,29,0,0,0,7.0,16.0,0,0,4.0,5.0,3,0,2,0,2
2362,0,0,0,0,12,1.0,10,217,3,1,4,7,9.0,24.0,6,5,4.0,5.0,2,5,8,5,6
2363,0,1,0,1,0,,0,102,11,0,2,2,7.0,15.0,8,3,5.0,6.0,0,3,8,3,3
2364,0,1,0,1,2,1.0,3,99,9,0,1,1,3.0,3.0,0,0,1.0,2.0,0,0,0,0,0
2365,0,0,0,0,2,1.0,0,213,6,0,1,1,7.0,13.0,1,0,5.0,6.0,3,0,3,0,1
2366,0,0,0,0,2,0.0,1,62,5,0,1,2,8.0,11.0,0,0,1.0,3.0,0,0,0,0,0
2367,0,10,6,0,7,1.0,8,385,6,0,3,4,1.0,14.0,2,0,0.0,1.0,0,0,2,4,0
2368,0,2,2,0,1,1.0,3,28,5,0,2,4,4.0,5.0,0,0,2.0,3.0,0,0,0,0,0
2369,0,0,0,0,0,12.0,1,148,12,0,1,2,2.0,13.0,1,1,1.0,2.0,0,1,1,1,1
2370,0,5,5,0,6,2.0,5,309,3,1,2,2,5.0,7.0,0,0,3.0,4.0,0,0,0,5,0
2371,0,2,1,0,3,2.0,16,234,3,1,6,8,13.0,29.0,3,0,3.0,4.0,0,0,10,0,0
2372,0,1,1,0,1,0.0,0,326,9,0,2,4,5.0,12.0,3,1,3.0,4.0,0,1,3,2,1
2373,0,0,0,0,0,19.0,0,348,24,0,0,2,8.0,15.0,0,0,0.0,0.0,0,1,1,1,1
2374,0,0,0,0,1,1.0,1,239,6,0,2,2,6.0,10.0,0,0,1.0,1.0,1,0,3,0,0
2375,0,0,0,0,0,7.0,1,313,10,0,2,7,15.0,24.0,0,0,7.0,8.0,3,0,2,0,2
2376,0,6,6,0,3,1.0,0,44,2,3,10,14,11.0,15.0,0,0,7.0,9.0,0,0,0,4,0
2377,0,3,3,0,1,1.0,1,221,9,0,1,2,4.0,5.0,0,0,1.0,3.0,0,0,1,0,0
2378,0,3,3,0,2,1.0,3,120,11,0,1,2,5.0,6.0,3,3,1.0,2.0,0,3,5,6,3
2379,0,0,0,0,1,4.0,7,261,8,0,5,10,22.0,36.0,0,0,4.0,4.0,3,1,1,1,1
2380,0,0,0,0,2,0.0,4,125,39,0,0,0,6.0,9.0,1,1,2.0,3.0,3,1,2,1,2
2381,0,3,0,1,1,0.0,0,183,14,0,0,1,6.0,9.0,5,0,4.0,4.0,0,0,5,2,0
2382,0,0,0,0,0,,0,445,16,0,0,1,9.0,15.0,0,0,6.0,7.0,0,0,0,0,0
2383,0,0,0,0,3,1.0,6,113,10,0,3,10,8.0,29.0,0,0,6.0,7.0,0,0,0,0,0
2384,0,1,1,0,3,3.0,5,376,5,0,2,2,13.0,14.0,2,1,4.0,4.0,3,2,3,3,2
2385,0,0,0,0,1,0.0,1,161,25,0,0,0,3.0,8.0,0,0,0.0,0.0,0,0,0,0,0
2386,0,0,0,0,1,3.0,0,210,84,0,0,0,3.0,5.0,1,0,0.0,1.0,0,0,1,0,0
2387,0,0,0,0,1,1.0,1,180,17,0,0,2,11.0,18.0,0,0,6.0,6.0,3,0,1,0,1
2388,0,0,0,0,6,1.0,3,91,1,1,5,8,11.0,26.0,0,0,3.0,4.0,0,0,0,0,0
2389,0,2,1,1,3,0.0,2,106,76,0,0,0,2.0,2.0,3,1,0.0,0.0,0,1,4,1,1
2390,0,0,0,0,3,1.0,2,140,14,0,0,1,7.0,7.0,2,1,3.0,3.0,0,1,2,1,1
2391,0,0,0,0,0,16.0,1,232,12,0,1,3,5.0,15.0,1,0,2.0,2.0,3,1,9,1,4
2392,0,0,0,0,3,1.0,4,246,3,1,2,3,15.0,29.0,1,0,11.0,12.0,0,0,1,0,0
2393,0,4,3,0,3,1.0,2,110,9,0,1,2,1.0,12.0,0,0,0.0,0.0,0,0,1,2,0
2394,0,2,2,0,3,1.0,3,188,22,0,0,2,6.0,8.0,5,3,1.0,3.0,0,4,9,6,4
2395,0,3,3,0,3,0.0,2,155,35,0,0,0,5.0,10.0,1,1,1.0,1.0,0,5,6,8,5
2396,0,0,0,0,3,0.0,2,16,16,0,0,3,3.0,3.0,0,0,0.0,0.0,0,0,0,0,0
2397,0,0,0,0,19,0.0,17,107,2,2,6,9,15.0,22.0,3,1,5.0,7.0,0,1,6,1,1
2398,0,0,0,0,1,1.0,0,127,44,0,0,0,3.0,8.0,2,1,2.0,3.0,2,4,8,4,5
2399,0,0,0,0,7,1.0,4,372,3,1,1,1,13.0,16.0,0,0,1.0,2.0,0,0,0,0,0
2400,0,0,0,0,3,1.0,3,72,3,1,2,6,11.0,15.0,0,0,4.0,5.0,0,0,0,0,0
2401,0,0,0,0,5,1.0,4,120,3,1,5,11,11.0,15.0,1,0,3.0,3.0,2,0,1,0,1
2402,0,0,0,0,12,0.0,9,115,3,1,8,22,28.0,44.0,0,0,17.0,19.0,0,0,0,0,0
2403,0,2,0,0,1,1.0,3,311,9,0,1,6,13.0,23.0,0,0,7.0,8.0,3,0,0,0,0
2404,0,0,0,0,3,3.0,4,32,3,1,3,4,5.0,4.0,0,0,2.0,5.0,0,0,0,0,0
2405,0,4,0,1,2,0.0,0,157,7,0,1,1,2.0,7.0,1,1,2.0,2.0,0,1,1,2,1
2406,0,0,0,0,1,0.0,2,109,6,0,3,4,10.0,22.0,7,4,7.0,8.0,3,6,10,6,7
2407,0,0,0,0,0,7.0,0,317,7,0,4,7,21.0,26.0,0,0,1.0,1.0,2,0,1,0,1
2408,0,5,1,0,0,8.0,1,150,20,0,0,2,4.0,5.0,1,1,0.0,1.0,2,1,2,3,2
2409,0,0,0,0,4,1.0,6,98,8,0,1,7,4.0,7.0,3,2,1.0,1.0,0,3,3,3,3
2410,0,1,0,1,3,2.0,5,114,2,1,2,2,3.0,7.0,3,1,2.0,3.0,0,1,3,1,1
2411,0,1,1,0,4,2.0,3,202,2,2,5,6,7.0,7.0,0,0,3.0,3.0,0,0,0,1,0
2412,0,0,0,0,2,4.0,7,265,3,2,3,6,13.0,19.0,0,0,5.0,7.0,0,0,2,0,0
2413,0,1,1,0,3,1.0,4,95,8,0,4,5,2.0,5.0,1,0,,,2,0,2,1,1
2414,0,0,0,0,1,3.0,1,162,21,0,0,1,3.0,6.0,4,2,1.0,1.0,0,4,10,4,4
2415,0,2,0,0,2,3.0,0,183,11,0,1,1,4.0,13.0,0,0,,,0,1,4,3,1
2416,0,2,2,0,0,10.0,0,186,25,0,0,0,2.0,6.0,0,0,0.0,2.0,3,0,1,1,0
2417,0,0,0,0,0,,0,360,51,0,0,0,2.0,5.0,0,0,2.0,2.0,0,0,0,0,0
2418,0,0,0,0,1,2.0,2,82,2,1,5,11,15.0,19.0,0,0,2.0,2.0,0,0,0,0,0
2419,0,0,0,0,0,21.0,1,191,18,0,0,2,8.0,14.0,1,1,2.0,3.0,3,2,6,2,4
2420,0,0,0,0,7,1.0,16,65,7,0,3,15,15.0,24.0,0,0,2.0,3.0,0,0,0,0,0
2421,0,3,2,0,14,0.0,4,17,17,0,0,1,1.0,1.0,0,0,,,0,0,0,3,0
2422,0,3,1,1,0,10.0,0,76,17,0,0,2,1.0,6.0,8,1,0.0,1.0,0,1,8,1,1
2423,0,0,0,0,2,1.0,1,127,7,0,1,1,7.0,17.0,1,1,3.0,3.0,0,1,2,1,1
2424,0,0,0,0,5,1.0,0,222,24,0,0,1,4.0,7.0,0,0,0.0,0.0,0,0,1,0,0
2425,0,0,0,0,2,1.0,1,243,3,1,2,3,10.0,16.0,0,0,1.0,1.0,0,0,0,0,0
2426,0,0,0,0,2,1.0,4,162,5,0,6,9,11.0,16.0,0,0,2.0,5.0,0,0,0,0,0
2427,0,0,0,0,1,1.0,1,282,12,0,1,3,10.0,16.0,0,0,4.0,5.0,1,0,3,0,0
2428,0,1,0,0,0,,0,259,25,0,0,0,3.0,8.0,2,1,,,0,1,5,1,1
2429,0,0,0,0,0,,0,101,1,1,2,3,6.0,10.0,3,2,3.0,3.0,1,3,4,3,3
2430,0,0,0,0,6,0.0,4,92,2,1,4,6,19.0,29.0,0,0,3.0,5.0,0,0,0,0,0
2431,0,0,0,0,2,1.0,2,208,18,0,0,5,11.0,24.0,0,0,4.0,6.0,1,0,1,0,0
2432,0,2,2,0,0,,0,246,36,0,0,0,19.0,18.0,5,5,0.0,7.0,0,5,5,7,5
2433,0,12,10,0,1,5.0,1,189,24,0,0,1,3.0,8.0,2,1,2.0,2.0,3,3,6,12,5
2434,0,2,0,0,0,13.0,2,106,50,0,0,0,2.0,2.0,0,0,1.0,1.0,0,0,0,0,0
2435,0,5,5,0,1,0.0,2,170,7,0,1,3,5.0,9.0,0,0,2.0,3.0,2,0,2,4,1
2436,0,1,1,0,2,2.0,2,151,17,0,0,1,7.0,8.0,3,1,2.0,5.0,3,3,5,4,5
2437,0,0,0,0,3,0.0,0,196,6,0,4,9,14.0,24.0,0,0,9.0,12.0,0,0,1,0,0
2438,0,0,0,0,0,13.0,1,47,4,0,4,7,8.0,8.0,0,0,1.0,5.0,0,0,0,0,0
2439,0,1,1,0,4,0.0,8,195,3,1,3,5,6.0,14.0,0,0,3.0,3.0,0,0,4,1,0
2440,0,0,0,0,4,1.0,3,120,6,0,1,2,12.0,16.0,1,1,7.0,7.0,0,1,2,1,1
2441,0,0,0,0,2,1.0,1,167,3,1,6,9,19.0,32.0,0,0,8.0,10.0,0,0,0,0,0
2442,0,0,0,0,7,2.0,8,356,3,1,6,6,18.0,27.0,0,0,7.0,7.0,2,1,3,1,2
2443,0,1,1,0,1,1.0,1,93,3,1,5,6,5.0,9.0,4,2,3.0,4.0,0,3,4,4,3
2444,0,0,0,0,0,9.0,3,171,5,0,3,5,6.0,19.0,0,0,4.0,4.0,0,2,3,2,2
2445,0,0,0,0,1,6.0,3,158,5,0,3,9,7.0,10.0,0,0,3.0,4.0,0,0,0,0,0
2446,0,2,1,1,14,0.0,13,138,7,0,2,6,9.0,10.0,1,0,6.0,7.0,1,0,1,0,0
2447,0,1,0,1,7,0.0,7,98,19,0,0,4,3.0,4.0,3,0,2.0,2.0,2,0,4,0,1
2448,0,0,0,0,1,1.0,1,190,7,0,2,3,9.0,13.0,1,0,4.0,5.0,0,0,1,0,0
2449,0,0,0,0,8,1.0,8,88,5,0,4,7,11.0,19.0,0,0,7.0,8.0,2,0,1,0,1
2450,0,3,1,0,14,1.0,9,118,6,0,3,7,5.0,9.0,5,4,2.0,2.0,0,5,6,5,5
2451,0,1,0,0,3,1.0,7,109,12,0,2,3,12.0,20.0,2,1,2.0,2.0,3,2,3,3,3
2452,0,2,2,0,4,1.0,2,107,5,0,2,4,10.0,19.0,0,0,6.0,8.0,0,0,0,2,0
2453,0,3,2,0,4,1.0,3,80,5,0,1,1,1.0,1.0,2,1,1.0,1.0,0,1,2,1,1
2454,0,1,0,1,12,0.0,18,110,1,2,7,18,14.0,37.0,0,0,6.0,8.0,0,0,0,0,0
2455,0,0,0,0,3,1.0,3,142,15,0,0,1,13.0,22.0,0,0,5.0,8.0,0,0,0,0,0
2456,0,1,0,1,0,,0,319,2,1,2,4,5.0,7.0,5,2,1.0,1.0,0,2,5,2,2
2457,0,0,0,0,3,0.0,0,223,5,0,3,5,7.0,9.0,1,0,5.0,6.0,1,1,1,1,1
2458,0,1,1,0,3,1.0,14,57,8,0,1,8,14.0,21.0,0,0,3.0,5.0,0,0,0,0,0
2459,0,0,0,0,0,17.0,0,243,53,0,0,0,6.0,13.0,1,1,1.0,2.0,2,1,2,1,2
2460,0,2,2,0,4,1.0,0,142,16,0,0,3,3.0,4.0,1,1,1.0,2.0,0,1,1,2,1
2461,0,0,0,0,2,1.0,0,213,4,0,6,11,10.0,27.0,1,0,4.0,4.0,0,0,1,0,0
2462,0,0,0,0,1,5.0,0,120,24,0,0,2,7.0,11.0,1,0,1.0,3.0,0,1,2,1,1
2463,0,1,0,1,6,1.0,3,57,3,1,2,6,5.0,6.0,0,0,1.0,1.0,2,0,1,0,1
2464,0,0,0,0,2,3.0,2,218,22,0,0,3,29.0,39.0,0,0,20.0,22.0,3,1,1,1,1
2465,0,0,0,0,1,2.0,1,78,1,3,3,5,7.0,5.0,0,0,2.0,4.0,0,0,0,0,0
2466,0,0,0,0,8,1.0,4,31,8,0,1,3,3.0,3.0,0,0,1.0,1.0,0,0,0,0,0
2467,0,0,0,0,1,1.0,2,268,10,0,2,2,5.0,9.0,1,0,0.0,1.0,0,0,1,0,0
2468,0,0,0,0,18,0.0,12,45,2,2,7,7,8.0,7.0,0,0,3.0,4.0,0,0,0,0,0
2469,0,0,0,0,0,,0,82,14,0,0,2,15.0,18.0,0,0,3.0,3.0,0,0,2,0,0
2470,0,0,0,0,6,2.0,6,270,4,0,5,5,12.0,21.0,0,0,1.0,1.0,0,0,0,0,0
2471,0,0,0,0,5,1.0,5,134,3,1,3,4,6.0,9.0,0,0,4.0,5.0,0,0,2,0,0
2472,0,1,0,1,7,0.0,7,87,5,0,2,9,8.0,12.0,2,1,5.0,8.0,0,1,2,1,1
2473,0,0,0,0,13,0.0,7,69,9,0,1,1,1.0,3.0,0,0,,,0,0,0,0,0
2474,0,1,0,0,0,15.0,0,90,5,0,3,7,7.0,15.0,0,0,2.0,2.0,0,0,0,0,0
2475,0,0,0,0,1,1.0,0,25,25,0,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0,0,0
2476,0,2,2,0,1,1.0,1,122,34,0,0,0,1.0,3.0,1,0,0.0,0.0,0,0,1,2,0
2477,0,0,0,0,1,4.0,0,333,19,0,0,1,8.0,13.0,1,0,4.0,4.0,0,0,2,0,0
2478,0,0,0,0,0,,0,262,8,0,2,3,7.0,16.0,0,0,3.0,3.0,0,0,0,0,0
2479,0,0,0,0,0,18.0,1,137,9,0,2,5,13.0,25.0,0,0,1.0,2.0,3,0,1,0,1
2480,0,1,0,1,0,7.0,1,131,7,0,2,6,8.0,17.0,0,0,4.0,6.0,3,0,0,0,0
2481,0,0,0,0,1,2.0,3,106,10,0,1,6,7.0,12.0,0,0,3.0,4.0,0,0,0,0,0
2482,0,0,0,0,11,0.0,6,58,2,1,7,12,13.0,19.0,0,0,7.0,8.0,0,0,0,0,0
2483,0,3,2,0,0,,0,282,13,0,0,1,2.0,8.0,0,0,,,0,0,0,1,0
2484,0,0,0,0,6,1.0,3,138,7,0,3,4,9.0,17.0,0,0,6.0,6.0,0,0,0,0,0
2485,0,1,0,1,1,5.0,4,97,10,0,1,3,3.0,4.0,12,0,1.0,1.0,2,0,13,0,1
2486,0,1,1,0,4,1.0,6,251,4,0,3,5,6.0,14.0,1,0,3.0,4.0,2,1,3,1,2
2487,0,1,0,0,0,16.0,0,149,149,0,0,0,1.0,1.0,0,0,,,0,0,0,0,0
2488,0,0,0,0,0,16.0,0,211,5,0,2,2,7.0,19.0,2,0,5.0,5.0,0,0,6,0,0
2489,0,1,0,0,0,,0,215,24,0,0,1,15.0,28.0,0,0,4.0,8.0,0,0,3,0,0
2490,0,0,0,0,2,1.0,2,296,7,0,1,1,5.0,18.0,1,0,3.0,3.0,0,0,2,0,0
2491,0,0,0,0,0,9.0,0,219,9,0,1,1,3.0,6.0,1,0,2.0,2.0,3,0,1,0,0
2492,0,0,0,1,12,1.0,8,237,8,0,2,8,9.0,19.0,2,2,5.0,5.0,0,2,2,2,2
2493,0,0,0,0,0,12.0,3,124,9,0,2,4,9.0,17.0,0,0,4.0,5.0,0,0,0,0,0
2494,0,2,0,1,0,,0,241,4,0,2,3,6.0,14.0,12,2,2.0,2.0,0,2,14,2,2
2495,0,0,0,0,4,6.0,0,10,10,0,1,1,1.0,1.0,0,0,,,0,0,0,0,0
2496,0,0,0,0,4,1.0,3,123,6,0,6,7,13.0,27.0,0,0,0.0,0.0,1,0,0,0,0
2497,0,0,0,0,1,0.0,2,143,14,0,0,3,8.0,17.0,0,0,0.0,0.0,0,0,0,0,0
2498,0,1,1,0,11,1.0,9,60,4,0,1,1,2.0,1.0,1,1,1.0,1.0,0,1,1,1,1
2499,0,0,0,0,3,1.0,3,170,1,1,1,2,11.0,28.0,0,0,6.0,7.0,3,0,0,0,0
2500,0,0,0,0,1,1.0,2,120,1,1,4,7,9.0,20.0,0,0,3.0,4.0,1,0,0,0,0
2501,0,1,0,0,1,2.0,0,110,7,0,3,5,9.0,20.0,4,0,3.0,3.0,1,1,9,1,1
2502,0,7,0,1,2,1.0,1,155,67,0,0,0,1.0,4.0,2,0,0.0,1.0,0,0,4,0,0
2503,0,1,1,0,4,1.0,12,161,6,0,2,6,8.0,25.0,0,0,4.0,6.0,3,0,2,0,0
